2026-05-28 03:01:44.477808 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 120471:121919, ack 1, win 502, options [nop,nop,TS val 3617347872 ecr 1338686456], length 1448
2026-05-28 03:01:44.477809 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 121919:123367, ack 1, win 502, options [nop,nop,TS val 3617347872 ecr 1338686456], length 1448
2026-05-28 03:01:44.477810 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 123367:124815, ack 1, win 502, options [nop,nop,TS val 3617347872 ecr 1338686456], length 1448
2026-05-28 03:01:44.477837 IP 10.0.0.2.5001 > 10.0.0.3.33008: Flags [.], ack 124815, win 623, options [nop,nop,TS val 1338686469 ecr 3617347872], length 0
2026-05-28 03:01:44.490632 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [P.], seq 124815:126031, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1216
2026-05-28 03:01:44.490637 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 126031:127479, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490638 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 127479:128927, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490638 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 128927:130375, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490639 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 130375:131823, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490640 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 131823:133271, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490640 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 133271:134719, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490641 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 134719:136167, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490641 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 136167:137615, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490652 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 137615:139063, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490652 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 139063:140511, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490653 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 140511:141959, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490653 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 141959:143407, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490653 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 143407:144855, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490654 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 144855:146303, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490654 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 146303:147751, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490655 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 147751:149199, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490655 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 149199:150647, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490655 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 150647:152095, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490656 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 152095:153543, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490656 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 153543:154991, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490657 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 154991:156439, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490657 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 156439:157887, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490658 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 157887:159335, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490658 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 159335:160783, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490658 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 160783:162231, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490659 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 162231:163679, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490659 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 163679:165127, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490660 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 165127:166575, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490660 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 166575:168023, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490661 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 168023:169471, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490661 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 169471:170919, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490662 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 170919:172367, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490662 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 172367:173815, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490662 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 173815:175263, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490663 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 175263:176711, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490663 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 176711:178159, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
2026-05-28 03:01:44.490664 IP 10.0.0.3.33008 > 10.0.0.2.5001: Flags [.], seq 178159:179607, ack 1, win 502, options [nop,nop,TS val 3617347885 ecr 1338686469], length 1448
